Time (s),x1,y1,x2,y2
0.0,0.7071067811865476,-0.7071067811865476,1.7071067811865475,-0.7071067811865477
0.01001001001001001,0.7069429644013705,-0.7072705600287648,1.7069429107094698,-0.7075982547014331
0.02002002002002002,0.706451643587071,-0.7077613123597009,1.706450783893557,-0.7090725660686782
0.03003003003003003,0.7056335452540667,-0.7085769540509887,1.7056291887689523,-0.7115287249177576
0.04004004004004004,0.7044894339647734,-0.7097144759915731,1.7044756437615431,-0.7149661629863097
0.050050050050050046,0.7030200318618627,-0.7111700463327639,1.7029862909156848,-0.719384713331762
0.06006006006006006,0.7012264118652987,-0.7129386504479319,1.7011562561079236,-0.7247837588442192
0.07007007007007007,0.6991100235040159,-0.7150141082777418,1.6989796340988743,-0.7311622291865669
0.08008008008008008,0.6966727244063043,-0.7173890960059941,1.6964494715844012,-0.7385185967569242
0.09009009009009009,0.6939168171547206,-0.7200551721013202,1.6935577479426684,-0.7468508712600498
0.10010010010010009,0.6908450911577565,-0.7230028077561187,1.690295353334181,-0.7561565923888918
0.11011011011011011,0.6874608691391683,-0.7262214217457506,1.68665206378037,-0.7664328200239547
0.12012012012012012,0.6837680577972635,-0.7296994197175698,1.6826165128241155,-0.7776761212556138
0.13013013013013014,0.6797712021410146,-0.7334242379003846,1.678176159364503,-0.7898825534222305
0.14014014014014015,0.6754755429681326,-0.7373823912000519,1.673317251259888,-0.8030476422343027
0.15015015015015015,0.6708870769126815,-0.7415595256158186,1.6680247843099831,-0.817166353921554
0.16016016016016016,0.6660126184569707,-0.7459404748745637,1.662282456261269,-0.8322330601956507
0.17017017017017017,0.6608598632748438,-0.7505093211362234,1.656072615532919,-0.8482414946662684
0.18018018018018017,0.6554374522515783,-0.7552494595734313,1.6493762044350402,-0.8651846991828602
0.19019019019019018,0.6497550355099195,-0.7601436665719864,1.6421726967500332,-0.8830549583994788
0.20020020020020018,0.6438221125040428,-0.7651752004938684,1.6344390564241864,-0.901842937792453
