a_x1,a_y1,a_x2,a_y2,a_total1,a_total2
0.0,0.0,0.0,0.0,0.0,0.0
-3.268493485681895,-3.2631986871495777,-3.276001544138219,-9.808731594927746,4.6186053455301534,10.341344284885297
-3.2612429044491074,-3.242399065204556,-3.2880970154277427,-9.79884768718199,4.598788642660046,10.335811433044658
-3.253612563894682,-3.2123681067812533,-3.3128631498876806,-9.793176423128273,4.5722317930523495,10.338344485670769
-3.2464055728089725,-3.174126218536398,-3.3513655858016027,-9.791510334588184,4.54028924126705,10.349170301142141
-3.235697820839205,-3.1240801946299785,-3.400009386608899,-9.785351571659819,4.497734702076465,10.359206977853754
-3.2212315075771114,-3.062403140663279,-3.458943734728425,-9.774669596556004,4.4446198286638445,10.368628524633975
-3.202692358665824,-2.989311381754103,-3.528337779534573,-9.759424114507699,4.381006834203878,10.377645519737381
-3.1797125617260025,-2.9050648142803013,-3.6083836656621004,-9.739560948096742,4.306968022909803,10.38650471238078
-3.151874237084318,-2.8099672191301432,-3.6992999549226186,-9.715007059116049,4.222585343007509,10.395488555867162
-3.118713420768603,-2.7043664914202865,-3.8013353632774955,-9.685664637150559,4.1279500385541334,10.40491470447754
-3.0797245325925617,-2.588654736069963,-3.9147727189993238,-9.651404164764953,4.023162504700739,10.415135514867949
-3.0343652975968034,-2.463268173937552,-4.039933031538466,-9.612056362186099,3.908332490461038,10.426537604073456
-2.9820620840338967,-2.3286867995394065,-4.17717954267262,-9.567402908213143,3.783579850271654,10.439541529196
-2.9222156161090744,-2.185433728483321,-4.326921611579935,-9.517165830516001,3.649036131449543,10.45460166999675
-2.8542070145149694,-2.0340741710726435,-4.489618264727701,-9.460995456662538,3.504847416811653,10.472206414789854
-2.7774041125999935,-1.8752139680572373,-4.665781217892588,-9.398456818562066,3.3511790508244,10.49287877294001
-2.6911679911214694,-1.7094976248931126,-4.855977153602386,-9.329014406521848,3.1882232177110748,10.517177564033068
-2.5948596696228408,-1.537605782931205,-5.060829010504395,-9.252015176813881,3.016210909193626,10.545699365407554
-2.500055021957928,-1.370524068071776,-5.2907290569074785,-9.158856537230728,2.851071962259295,10.57716724946614
-2.466828057836396,-1.2584015711055307,-5.59122885995405,-9.003087812092053,2.769262569907331,10.597991805838667
-2.3169862985641574,-1.0523817214909021,-5.819710018494731,-8.890676208017911,2.54478541245862,10.626059859382671
-2.1376397975139243,-0.8305932136888223,-6.052555956755062,-8.773858958527368,2.2933357779752392,10.658988443270879
-1.9543091035948539,-0.6155860198306392,-6.310931508797457,-8.635471104357617,2.048968086673057,10.695756995319588
-1.7668042944309221,-0.40782328290986225,-6.594718036773431,-8.473599030540015,1.8132614938014116,10.737419918905728
-1.5750047271423577,-0.20771906976855103,-6.903621918504376,-8.286108985181755,1.5886431639818568,10.785156359921903
-1.3788551562885156,-0.015637000193159473,-7.237144460062434,-8.070652344570858,1.3789438196672363,10.840280863646452
-1.178361618472933,0.16811118273708409,-7.594550877891973,-7.824674125770178,1.1902930200801025,10.904252758047525
-0.9735871242975669,0.3432670459980967,-7.974838600461682,-7.5454251200001705,1.032329479122952,10.978683479586396
-0.7646471992163519,0.5096268540110838,-8.37670519543801,-7.229978005906621,0.9189150502623439,11.065341020374005
-0.551705315798858,0.6670428656206892,-8.798516289246614,-6.875247780911558,0.8656355700040164,11.166150676982078
-0.3349682605319806,0.8154245019076146,-9.238273908488493,-6.478016820177028,0.8815445841675293,11.283191336264565
-0.11468147898453661,0.9547393514404793,-9.69358573833997,-6.0349648357018735,0.9616023454687845,11.418686659800512
0.10887555673843109,1.085013985223612,-10.16163585887004,-5.542703961393727,1.0904628535561989,11.574990735716515
0.33539391395365065,1.20633455874526,-10.639157586039538,-4.997819133516649,1.2520911089614326,11.754568058075455
0.5645396551001711,1.3188471840053402,-11.122409107661767,-4.396913867759378,1.434595035868811,11.959968056758854
0.795958139729885,1.422758059095361,-11.607152664950556,-3.736661455283704,1.6302729387814354,12.19379480796982
1.029278130547598,1.5183333478348753,-12.088638083875855,-3.013861508465057,1.8343253869395741,12.458672959635026
1.2641156622042413,1.6058988060573467,-12.561591507816598,-2.2255016838778374,2.0437464086149433,12.757211253020511
1.55032695246423,1.7147417418342512,-13.005703426561253,-1.3913751581831193,2.3116775079421847,13.079917677511439
1.9191332152547451,1.8604985095166937,-13.425055672951732,-0.5323269400167753,2.672924802871913,13.435605375007153
1.8930913677607977,1.7752357046467087,-13.939771078168372,0.5557230778399431,2.5952373174226175,13.95084391178481
1.7748858251026451,1.6443843010901447,-14.408928003932779,1.7367235869455855,2.419549425372836,14.513215186166413
1.604373669022681,1.4932878770036706,-14.803043611386377,2.982163825694802,2.1917854715869045,15.100443743277536
1.380964314488802,1.3233996633747023,-15.106965936957208,4.278569874634914,1.9127072716209874,15.701164924696473
1.1041379885796805,1.1360849996656086,-15.306543445501683,5.609927865864859,1.584237931716694,16.302195033468273
0.7734174092373667,0.9326673009378343,-15.389091013603485,6.957805120814781,1.2116281538286016,16.88890684219106
0.38833741440530556,0.7144848700662695,-15.343859106433854,8.301562763511592,0.8132002071941522,17.44562858124107
-0.05158705145631847,0.4829586539586767,-15.162489993322104,9.618664857147104,0.48570596590070175,17.956052362134326
-0.5468941092176914,0.23967107314071773,-14.839443168240571,10.885086282562161,0.5971058448863447,18.40364575083602
-1.0982086496541004,-0.013543892511594944,-14.372370963400806,12.075818302798993,1.0982921629509372,18.772065277742396
-1.7062757288964983,-0.2744991029947696,-13.7624248010344,13.165467160804377,1.7282148652775238,19.045573290566637
-2.3719925113551596,-0.5405407866613625,-13.014472731019163,14.12893729968908,2.4328034889751047,19.209460421495102
-3.0964372177503616,-0.8084227289129592,-12.137209929956313,14.942187076056548,3.2002297967634568,19.250475825280304
-3.8808930279707,-1.074167528564397,-11.14314572036546,15.583041383248656,4.02680600153195,19.157266905728992
-4.726864257529176,-1.3329142066827917,-10.048453387238695,16.032042655814823,4.911202092307306,18.92082998162012
-5.636081358856946,-1.5787513468529077,-8.872672538267214,16.27331952971191,5.853022202148615,18.534973603634405
-6.610490378109184,-1.8045348798454366,-7.638257830113494,16.29545120943301,6.852366683975172,17.996797292804683
-7.65222140862808,-2.001689632008074,-6.369972361568857,16.092305524354362,7.909693664710065,17.307190557000204
-8.48423060381084,-2.053496355972141,-5.178799610386735,15.711218473461889,8.729204787529692,16.54274316204516
-8.501023570654548,-1.7443333906250469,-4.20463231507903,15.348613790546386,8.67813924332133,15.914109406321094
-8.95160514268051,-1.568803064927159,-3.0713176204225427,14.854271499170077,9.088034863873983,15.168466425336954
-9.388136615116712,-1.3428719766136525,-1.9925539578924556,14.263268255914193,9.48369201575364,14.401773939875683
-9.760295410224552,-1.0486588536055794,-0.9945803441798587,13.60624773547268,9.81646840193029,13.642549889961346
-10.06488541281786,-0.6879537931133607,-0.08298911861082912,12.907663445029327,10.088369481467895,12.907930229279756
-10.298271114463018,-0.26354834443157754,0.7404204532188305,12.190752774118376,10.301642863001804,12.213217252109278
-10.456441726060385,0.22067091853514828,1.4773407980414637,11.476942726490098,10.45876996710339,11.571635587966453
-10.535101508152497,0.7596443754439778,2.132559585674864,10.785341239885287,10.562453472760042,10.99415281170969
-10.529785489939052,1.347079513298413,2.7134878144618844,10.132322360075506,10.615601993258755,10.489374267692007
-10.435998847785768,1.9754122900184035,3.2296324022250786,9.531210308824111,10.621314686353175,10.063523011576867
-10.2493772210211,2.6357930238493847,3.6920330618739237,8.992064593019391,10.582870039991953,9.720510983225271
-9.965864181509762,3.3181002386628085,4.11268261862404,8.52156579467475,10.503724962036726,9.46209500663056
-9.581900976937687,4.010985805163236,4.5039489950625144,8.122999572957603,10.38753259735248,9.288093378750778
-9.095773241838838,4.701832682322367,4.8785268501784795,7.795691310197908,10.239156285529885,9.196348581464685
-8.648670243734678,5.365788043044015,5.294850126906752,7.460116144270776,10.177975157551513,9.14815668604413
-8.284560971167505,6.0050057471145974,5.721416445323444,7.100841342654022,10.23201077539851,9.119021543694373
-7.841984001409665,6.635142709925747,6.098097718055687,6.807977724490208,10.272381995401355,9.139767856795425
-7.332239349554424,7.246462520547871,6.4448101943003,6.57531900089751,10.308877385091904,9.207084142339577
